Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@toledocivico	El Consejo Nacional de Televisión, CNTV, ha formulado cargos a canal Mega por la puesta en escena del “pastor Soto” en Matinal “Mucho Gusto”. No podemos aceptar el fanatismo criminal ni la farándula irresponsable. El contagio y la muerte por Covid 19 no es chacota. https://t.co/o12pwIua1g	2020-05-10 17:06:55	es		0.0	0.0		Juan Toledo		2925.0	84.0	260.0	93.0	1.0	False		
@the_cota	@75sesos Esperate que termine la cuerantena y pase lo del covid-19 comparito 🤣	2020-05-10 17:06:51	es		0.0	0.0	@75sesos	Mr. Cota ☣	Somos energía en el tiempo, el infierno es acá	122963.0	38731.0	4923.0	2975.0	14.0	False		
@isabelmelchor	Hagan sus pasteles en casa, para qué exponerse a #Covid-19? Hay decenas de tutoriales en línea!#FelizDiaDeLasMadres	2020-05-10 17:06:50	es		0.0	0.0		Isabel Melchor	Periodista especializada en Finanzas, Negocios y Economía. Maestra en Estudios México-EU, en Ciencias Políticas de la UNAM	5478.0	86.0	606.0	558.0	27.0	False		
@DiarioTiempo	https://t.co/FbEdFKjMKD ► El Paraíso: Por no atender dengue y Covid-19 separan a directora regional de #Salud #EsTiempo #Honduras #QuedateEnCasa https://t.co/bP3kTV73h5	2020-05-10 17:06:50	es		0.0	0.0		Diario Tiempo, HN	Diario TIEMPO de Honduras. Noticias actualizadas las 24 horas	180045.0	153.0	914.0	261120.0	672.0	False		
@laoctavadigital	"El subsecretario de Gobernación, Ricardo Peralta (@Ricar_peralta) confirmó que dio positivo a una prueba de #Covid_19 🤧

https://t.co/G6S1UOwWhR"	2020-05-10 17:06:49	es		0.0	0.0		LA OCTAVA	PERIODISMO Y CREDIBILIDAD	71517.0	2902.0	422.0	91902.0	454.0	False		
@Anastasia_9238	Bad bunny ya sacado una canción sobre el covid-19 NO PUEDOOO	2020-05-10 17:06:46	es		0.0	0.0		Anastasia 🧚🏻‍♀️		1862.0	8719.0	109.0	67.0	0.0	False		
@yaaneett14	@elnorte Lo bueno que ya se curó del covid-19.	2020-05-10 17:06:43	es		0.0	0.0	@elnorte	Andrea	Sí tenemos algo en común, sigueme y te sigo.	2792.0	39404.0	758.0	715.0	5.0	False		
@CarlosO28859673	Cuba reporta 12 casos positivos a la COVID-19, tres fallecidos y 53 altas médicas https://t.co/yXv2WmFy9u	2020-05-10 17:06:38	es		0.0	0.0		CarlosOManrique Fdez	Colaborador Radio Sagua Cuba.Profesor.Patriota Cubano, antimperialista,defensor dela justicia, divulgador dela verdad. Me gusta respetar,no me gusta la traición	342880.0	187499.0	17704.0	16374.0	153.0	False		
@Maria53224300	@hermanntertsch No los dejaban ir a los hospitales, ya fuera por diarreas o por Covid-19. Les mandaban morfina, para sedarlos, esto es lo que hay que investigar.	2020-05-10 17:06:37	es		0.0	0.0	@hermanntertsch	Maria	Mmmm	2605.0	20.0	472.0	246.0	0.0	False		
@fotogramatico	"@g_quadri Es usted un pendejo, lo menos.
https://t.co/1osJhERWWi"	2020-05-10 17:06:37	es		0.0	0.0	@g_quadri	Mad Marx	Neosoviético, Istoide común, chairo capitalista. Seguidor de Groucho, Harpo, Chico, Zeppo, Gummo y Karl. Nadie debería ser tan pobre para vivir. Culero	25303.0	1462.0	1894.0	1122.0	53.0	False		
