Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@halcongian	🚫| Se habla de un tercer fallecido por COVID-19 en Arica	2020-04-22 15:59:33	es	CL	0.0	0.0		𝙶𝚒𝚊𝚗 ✪ 𝙷𝚎𝚛𝚛𝚎𝚛𝚊 🦅	"#𝙌𝙪𝙚𝙙𝙖𝙩𝙚𝙀𝙣𝘾𝙖𝙨𝙖 🚷🏡
Arica ★ Chiloé ✪ Bio-Bío ★ Chile
ⓗⓐⓛⓒⓞⓝⓖⓘⓐⓝ 🇨🇱
Astronomía 🔭
Nike Running🏃🏻‍♂️"	128707.0	499.0	4970.0	3594.0	48.0	False		
@heraldodemexico	"#GatesHacked habla de la supuesta filtración de  documentos sobre el origen del #coronavirus

https://t.co/Vms1au3wwC"	2020-04-22 15:59:33	es		0.0	0.0		El Heraldo de México	Somos Heraldo Media Group, la evolución de esta casa editorial en una multiplataforma que integra a un diario impreso, digital, televisión y radio.	173719.0	728.0	892.0	207277.0	925.0	True		
@codigodobelisco	"@gobjccm Para abandonar el confinamiento por la
La COVID - 19 o virus chino, antes de fijar una fecha determinada como referencia, habría que saber quiénes son los portadores, de lo contrario corremos el riesgo de volver a las mismas andadas."	2020-04-22 15:59:31	es		0.0	0.0	@gobjccm	Angel		6.0	0.0	16.0	1.0	0.0	False		
@Futbologix	"@tonycherchi A si es. Pero el Covid-19 desafortunadamente quiebra esa premisa. Si no un reset completo. Ningún campeón, y todo comienza de nuevo. Los campeones siguen vigentes de la temporada pasada y este año todo queda anulado. 

Esta difícil."	2020-04-22 15:59:31	es		0.0	0.0	@tonycherchi	A.A-L	"#CelticsNation, Boxing enthusiast. Knowledge & Truth seeker, Futbol is life so I make a living out of it. 
#ValarDohaeris"	14263.0	7480.0	663.0	201.0	4.0	False		
@QREstate	Covid-19: No se fíe de la información publicada en la web de la Agencia Tributaria — idealista/news https://t.co/j3PQBtlyzT, see more https://t.co/UvojxhGBk8	2020-04-22 15:59:30	es		0.0	0.0		Quality Real Estate	1º sello de calidad del sector inmobiliario. Nuestro objetivo: garantizar la calidad de servicio a nuestros clientes en la compraventa de una vivienda	4539.0	0.0	117.0	706.0	30.0	False		
@arturomalaga	Un estudio en Francia dice que el tabaco deja mas dinero en impuestos que el Covid-19 https://t.co/j6G2crRC3L	2020-04-22 15:59:30	es		0.0	0.0		Arturomateos7	Universitario,ADE en la UCA, orgulloso de ser malagueño y sobre todo andaluz.	3159.0	2253.0	257.0	225.0	3.0	False		
@atfrie	CIRCULAR Nº184 22.04.2020  MEDIDAS RECIENTES IRLANDA (COVID-19) - https://t.co/B65patFELv	2020-04-22 15:59:29	es		0.0	0.0		ATFRIE	Asociación Española de Empresarios de Transporte Bajo Temperatura Dirigida	515.0	184.0	73.0	422.0	8.0	False		
@urbano_noticias	"#Puebla

Un médico, un administrativo de @SEPGobPue y 6 poblanos más, se suman a lista de muertos por #COVIDー19 

➡️ Ya van 78 fallecidos y 401 contagiados 🦠😷

 Urbano | Noticias Mexico https://t.co/aVwU7qEvkj https://t.co/nJzpeGIhtj"	2020-04-22 15:59:27	es		0.0	0.0		URBANO	"Noticias | #Puebla y #Tlaxcala |  https://t.co/vrp9lug8DM | https://t.co/DFXR8uuWCf |  WhatsApp 2222705681 ☎️ | urbanopue@gmail.com  📨 | 
Hagamos comunidad"	32281.0	3420.0	994.0	2568.0	21.0	False		
