Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@biobio	"“Paso a paso, levantemos Chile y hagamos un reconocimiento al personal de la salud que se lo merece y también a la atención primaria que a veces pasa desapercibida”, sostuvo el secretario de Estado.

https://t.co/xuGbroOO2o"	2020-07-12 03:19:40	es		0.0	0.0		BioBioChile	Somos la red de prensa más grande del país.  Wsp: 📲Valparaíso: +56322357700 📲Santiago: +56992007888 📲Concepción: +56800726726 📲 IG: biobiochile	791096.0	12268.0	16291.0	3204876.0	10340.0	True		
@Quadratin_	"Tras varias semanas de mantenerse fuera de las estadísticas de contagios por el Covid 19, este sábado el municipio de Áporo reportó su primer caso de este virus.

https://t.co/4Z43X0Jepz"	2020-07-12 03:19:40	es		0.0	0.0		Quadratín Michoacán	Agencia Mexicana de Información y Análisis.	200223.0	1846.0	1132.0	205827.0	558.0	True		
@elimparcialcom	Joey Gallo, de Vigilantes de Texas, dice que no sabe si realmente tuvo el coronavirus a pesar de dar positivo en dos pruebas, ya que nunca ha tenido ningún síntoma y también ha tenido múltiples pruebas negativas.https://t.co/IhADbU6ZKt a través de @elimparcialcom	2020-07-12 03:19:33	es		0.0	0.0		EL IMPARCIAL	"Instagram: https://t.co/lwrkrLZo9m
Facebook: https://t.co/RYOgtn28Za
WhatsApp:  6621861024
YouTube: https://t.co/4SgSg3DJ3f"	371288.0	1108.0	1889.0	137546.0	554.0	False		
@precisionportal	Manejo de política fiscal de América Latina y el Caribe se complejiza https://t.co/bNlzrbEz2X vía @Redacción Precisión #política @Cepal​ #AmericaLatina #Caribe	2020-07-12 03:19:33	es		0.0	0.0		Precision		55114.0	2.0	62.0	208.0	3.0	False		
@MichelleBobea	"Mi caso en estos días desde que menciono que tengo gripe.“eso es COVID-19”“debes hacerte la prueba” “cuidado”“tu nada más quiere estar en río” 

Que conste: no me ha dado fiebre, me siento con los síntomas que me suelen dar con la flu.¿Será que la gripe se jubiló?

Cc: @semipopi https://t.co/Mrj31Gw0wv"	2020-07-12 03:19:31	es		0.0	0.0		Michelle Bobea✨	Made in 🇩🇴	65968.0	3451.0	711.0	901.0	7.0	False		
@385Grados	"Repatrian  cenizas de connacionales tlaxcaltecas fallecidos por Covid-19 en USA

https://t.co/xpgMD8boU7

#NoticiasDeTlaxcalaParaElMundo385 https://t.co/vSxd2sLocq"	2020-07-12 03:19:26	es		0.0	0.0		385 Grados México	Noticias de Tlaxcala para el mundo	64550.0	8.0	742.0	9080.0	43.0	False		
@MarkTabasco2020	Alcalde de Ixtacomitán, prefiere quitar cerco sanitizante que proteger a su pueblo del Covid-19 https://t.co/40ZK4Ln9CS	2020-07-12 03:19:26	es		0.0	0.0		Mark Tabasco	"Líder de información general de La Chontalpa, Tabasco 
/ Teléfono Oficina: 01(937) 3229386"	797.0	104.0	628.0	88.0	1.0	False		
@yosoyanaluz	Entré a Twitter y descubrí que aquél chaparrito lleno de ternura que conocí el año pasado ya lo adoptaron y fue la primer pareja homoparental y 😭💖✨ es la mejor noticia que he recibido desde que el COVID-19 existe. Parezco un sapo de tanto llorar de felicidad, se los juro.	2020-07-12 03:19:22	es		0.0	0.0	@yosoyanaluz	La niña del mar	Mexicana feminista con rotacismo que ama viajar y tomar fotografías.	13539.0	14325.0	489.0	339.0	1.0	False		
