Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@Angelapinedaok	Yo sólo pido que a mí madrina y mí sobrina de un mes y pico le dé NEGATIVO el test de Covid-19 ☹	2020-06-12 17:44:50	es		0.0	0.0		𝑨 𝒏 𝒈 𝒆 𝒍 𝒊 𝒕 𝒂 9¾ 🔥	IG 📷 : angelapineda.ok	742.0	2187.0	97.0	131.0	0.0	False		
@AbdKriss	@xsaezll Escuché una radio cristiana promoviendo la no vacunación de la vacuna futura del COVID-19 porque supuestamente allí va el microchip 666.	2020-06-12 17:44:50	es		0.0	0.0	@xsaezll	🔬🖤 Cristian A. Otero 🇵🇦	"20 años 
Panameño 🇵🇦
Estudio Química Alimentaría
Izquierdista
Progresista
Me gusta el rock, la ciencia, libros y los animes y las cosas kawaii
Agnóstico"	2923.0	2765.0	328.0	47.0	0.0	False		
@Glohurley	Como cualquier cosa puede pasar le digo a mis hijos: si yo salgo positiva de Covid 19 y ustedes no; se van y yo me quedo sola. Pero si uno de ustedes sale positivo, los aisló en la recámara y yo me quedo aquí para atenderlos. 🙄🤔🤔🤔🤔aún no llegamos a un acuerdo.	2020-06-12 17:44:49	es		0.0	0.0		Gloria Morales Hurley	Lávate las manos 🇵🇦  #Lamother	31725.0	72399.0	1266.0	2828.0	13.0	False		
@AnamariGomis	Se logró controlar la pandemia de COVID-19 en la CDMX: Sheinbaum https://t.co/LGzfM1pgBu🧐🧐🧐¿Según quién, cómo ocurrió eso? Exijo explicación.	2020-06-12 17:44:48	es	MX	0.0	0.0		Anamari Gomís	Escritora, profesora en la Facultad de Filosofía y Letras, UNAM y adoradora de los perros.	50193.0	19954.0	3485.0	5410.0	106.0	False		
@Gg_2014Sandra	Como se explicó este jueves, la 60 Serie Nacional de Béisbol en #Cuba arrancará cuando se decrete la segunda fase de la etapa de recuperación tras los embates de la COVID-19. Infórmese mejor en https://t.co/foW67KtB71 @jit_digital @CAvilaRadio @dnoy_journalist @adialim7 @yas_ayon https://t.co/7pbO9N1WgA	2020-06-12 17:44:48	es		0.0	0.0		Sandra Gutiérrez G.	Periodista en Radio Surco, emisora provincial de Ciego de Ávila, Cuba. Mi familia y mi país por encima de todo. Del lado de la verdad y la justicia.	24719.0	14112.0	3926.0	5197.0	16.0	False		
@hectorsandoval0	#Tamaulipas Reapertura de negocios no esenciales deja 903 nuevos contagios de COVID-19 https://t.co/0RMT4dO7M4	2020-06-12 17:44:48	es		0.0	0.0		Hector Sandoval	Director Periódico Noticiero de Victoria noticierodevictoria@hotmail.com	98229.0	1086.0	868.0	3430.0	72.0	False		
@Jefatura_Pangua	#GobernaciónCotopaxi #JefaturaPangua Realizamos operativo de control de precios, especulación en plazas y mercados de la parroquia #ElCorazón  por la emergencia covid-19 #QuedateEnCasa #Por un #CotopaxiMásJusto @Gober_Cotopaxi @Presidencia_Ec @MinGobiernoEc @MinGobiernoEc https://t.co/OMfhgAzJ8S	2020-06-12 17:44:41	es		0.0	0.0		JefaturaPangua	El Gobierno Nacional a través de la Gobernación de Cotopaxi, jefatura política de Pangua promovemos actividades diarias por tu bienestar y seguridad	8614.0	1372.0	271.0	312.0	5.0	False		
@LaRazon_mx	Casa Blanca analiza si viajes desde #México son fuente de brotes de #COVID19 en #EU https://t.co/ofHGBdUBqK https://t.co/R2pcltXTcE	2020-06-12 17:44:40	es		0.0	0.0		La Razón de México	Conoce las noticias más importantes, porque una persona informada siempre tiene La Razón	360098.0	1838.0	1894.0	145282.0	1785.0	True		
