Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@ElTimeLaPalma	El Gobierno sienta las bases de los Presupuestos de 2021, reorientados por la COVID-19 #Canarias #LaPalma #economía #presupuestos #COVID19 #recuperacióneconómica https://t.co/iXGLM5nn0Y https://t.co/lOA1BcnxSg	2020-08-03 18:31:45	es		0.0	0.0		El Time	Canal de https://t.co/P2LTNdMILx Diario digital de la actualidad de #LaPalma #Canarias. Síguenos también en: https://t.co/GIUvneo1x8	25251.0	328.0	485.0	2623.0	70.0	False		
@JoseCardenas1	Remesas suben 10.55% en el primer semestre a pesar del Covid-19 https://t.co/Gbnb2xvKAC	2020-08-03 18:31:44	es		0.0	0.0		JOSÉ CÁRDENAS	Periodista	326963.0	3798.0	3901.0	807221.0	5315.0	True		
@FrancoDespecho	"El Sputnik pero con vacunas.
¿En que año estamos?

Nos van a hacer huevadas con esta carrera desbocada entre potencias por ver quién saca primero la vacuna contra el #Covid_19"	2020-08-03 18:31:44	es		0.0	0.0		Franco D. Despecho	"⚛️⛧𝗔𝘁𝗲𝗼
🧟‍♂️ 𝗦𝗼𝗰𝗶𝗮𝗹𝗹𝘆 𝗔𝘄𝗸𝘄𝗮𝗿𝗱
👓 𝗕𝘂𝘀𝗰𝗮𝗱𝗼𝗿 𝗼𝗯𝘀𝗲𝘀𝗶𝘃𝗼
🎉 𝗕𝗹𝗮𝘀𝗳𝗲𝗺𝗼 𝗺𝗼𝗱𝗲𝗿𝗮𝗱𝗼
🧔🏾""𝗣𝗮𝘀𝗽𝗼𝘀𝗼 𝘆 𝗖𝗵𝗼𝗹𝗼"""	259437.0	36448.0	473.0	2092.0	74.0	False		
@EsNoticiaHoyMx	"Decesos por Covid-19 en indígenas aumentan más de 387% en dos meses
https://t.co/Eg3n4Y3NZp"	2020-08-03 18:31:41	es		0.0	0.0		Es Noticia Hoy	Es Noticia Hoy es un portal de noticias sobre el acontecer político, económico y social de México y el mundo. Porque la noticia que surge es hoy.	11492.0	190.0	72.0	4269.0	2.0	False		
@fitgiorella	@JulioMendigure @LeninBazan01 Buenas tardes. Una consulta, quisiera saber si el Estado tiene ya cifras oficiales del total de la población indígena peruana con COVID-19. Gracias.	2020-08-03 18:31:40	es		0.0	0.0	@JulioMendigure	Fitgiorella	Fio Tesén - #Lingüista zurda en el mundo del #Periodismo ✍🏼 | Exeditora digital @diarioojo y @diariocorreo 💻 | Docente | #Ortografía 📝 | Pueblos indígenas 💚	27910.0	4361.0	557.0	1392.0	64.0	False		
@MiguelguMiguel	Es difícil controlar está pandemia cuando mucha gente no entiende la gravedad de la situación #Covid_19 lo que ocurre en los barrios populares, los fines de semana es algo verdaderamente preocupante.  Hasta enfrentan las autoridades policiales tratando de romper #ToqueDeQueda	2020-08-03 18:31:39	es		0.0	0.0		Miguel Gutierrez	Mi Opinión Es Independiente Siempre Deseando Lo Mejor Para Mi  ( República Dominicana) Cansado De Tantas Estafas ...	159604.0	187648.0	8452.0	8189.0	29.0	False		
@jaky_duarte98	Yo no te la puedo creer, para que mierda hicieron esos hospitales modulares si a los pacientes con covid-19 te los reparten por todos los demás hospitales. Lo peor es que los que más sufren no pueden ser atendidos porque hay casos. Que hijos de puta son	2020-08-03 18:31:37	es		0.0	0.0		†	"snap: jackeduarte3

insta: jacky_duarte98"	31004.0	7503.0	353.0	350.0	5.0	False		
@MN_PUEBLA	"#MNPUE_Salud | 🦠🚨 El número de fallecimientos llegó a 2 mil 695 defunciones, 43 registradas durante el fin de semana y 52 rezagados.

https://t.co/NXzY3jAVAK"	2020-08-03 18:31:35	es		0.0	0.0		Meganoticias Puebla	Información de y para #Puebla. L-V 19:58 Los esperamos por el #Canal151 de #Megacable y por #FBLive	33851.0	3668.0	1058.0	8916.0	56.0	False		
