Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@Azahara_Vila	Normalicemos ir a secas que algunos ni van  ( antes de Covid19) https://t.co/ZMM8vcseBY	2020-07-15 13:26:14	es		0.0	0.0		Azahara 💛 CVF	"🏍️ You lose when you stop fighting JL99

💙Te quise, te quiero y te querré...FGSG♐"	9735.0	20693.0	514.0	253.0	0.0	False		
@Vigusi3	"COMO EXTERMINAR EL COVID19
Que las Naciones se unan y se guarden durante 40 DÍAS.
Los gobiernos se sacrifiquen en la economía y los pueblos se queden en casa."	2020-07-15 13:26:13	es		0.0	0.0		@Vigusi	"EN ESTOS TIEMPOS NO UTILICES LA INTELIGENCIA... MANIFIESTA LA SABIDURÍA. 
VÍDEOS MUSICALES CON MENSAJE"	3936.0	3031.0	69.0	16.0	0.0	False		
@gepv_tw	"Fuerte suba de los Mkts afuera. 
Lo llamaria el rally de las tres (3) vacunas:

1. Oxford
2. Pfizer
3. Moderna

3 laboratorios diferentes anunciando pruebas finales de vacunas p Covid19."	2020-07-15 13:26:13	es		0.0	0.0		Gabriel	Mercado	8340.0	6270.0	429.0	854.0	20.0	False		
@rebecamaccise	"Hoy #ETRO pasará a la historia de la moda 👉🏻 organizó el primer desfile con público presente para mostrar su colección Primavera 2021, tras confinamiento por pandemia #COVID19 👉🏻 80 invitados estuvieron en el jardín del hotel Four Seasons de Milán.

#MFW #MilanDigitalFashionShow https://t.co/kq2I92ulSG"	2020-07-15 13:26:11	es		0.0	0.0		Rebeca Maccise	Consultora de Imagen y Moda 👗👔 - 💃🏻 Stylist - 🎥 Trendy Channel y N5inco - 📩 rm@rebecamaccise.com	11790.0	8997.0	1361.0	7626.0	75.0	False		
@Laguantanamera	Claves del éxito de #Cuba contra el coronavirus ... Los médicos cubanos salian a buscar a los enfermos de #COVID19  https://t.co/MEPwVAmtfc	2020-07-15 13:26:09	es		0.0	0.0		Laguantanamera	Raisa Martín Lobo. Periodista Cubana. Guantanamera, guajira guantanamera....	171336.0	356.0	7336.0	18007.0	171.0	False		
@DeniseMaerker	"Se relajaron las medidas sanitarias para salir a la calle  #covid19 

https://t.co/hpYxSURK4d"	2020-07-15 13:26:06	es		0.0	0.0		Denise Maerker	Conductora de #enPunto en Noticieros Televisa y de @AtandoCabos en Radio Fórmula	69490.0	2809.0	553.0	2661734.0	6537.0	True		
@MartinezDCuba	"👉¿Cómo  protegerse en temporada de playa🏖️?

Evitar la propagación de la pandemia #COVID19 en #Cuba🇨🇺 es máxima prioridad, no obstante con regulaciones y medidas de protección también disfrutaremos del gustado veraneo🏖️. https://t.co/VgjKEnMoIR Via @Granma_Digital"	2020-07-15 13:26:06	es		0.0	0.0		Manuel🇨🇺	"Te Amo♥️ #Cuba🇨🇺
#DeZurdaTeam🤝👍"	613.0	3251.0	466.0	438.0	0.0	False		
@datoeconomia	"#Mercados #Covid19 

Buenas noticias sobre la vacuna de Oxford y AstraZeneca : 

-Las primeras pruebas demostrarían la creación de anticuerpos y células T

-Los resultados se podrían publicar en 'The Lancet' este mismo jueves https://t.co/j6eK1tN7cZ"	2020-07-15 13:26:03	es		0.0	0.0		Economía y más	Información y datos económicos de Colombia, España y el mundo. Creado por @jhontxu	15739.0	33.0	200.0	983.0	42.0	False		
