Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@Semlacalle	El Hospital Inmaculada Concepción de Chimichagua está listo para atender pacientes con Covid-19 https://t.co/E5L3FFh3wO	2020-04-12 15:59:42	es		0.0	0.0		Semanario La Calle	Somos el primer semanario independiente, auténtico y objetivo. Tenemos en cuenta a la opinión pública como principal defensora de la democracia.	50945.0	243.0	8757.0	26108.0	73.0	False		
@codice_informa	Tras lucha contra COVID-19, muere Jaime Ruiz Sacristán, presidente de la Bolsa Mexicana de Valores https://t.co/4ARd0hVths	2020-04-12 15:59:42	es		0.0	0.0		Códice Informativo	Agencia de contenidos fresca, objetiva y plural. Contenido propio y resumen informativo con las noticias más destacadas del día.	81935.0	96.0	0.0	7205.0	130.0	False		
@nvinoticiasoax	"#Salud |Boris Johnson abandona hospital, tras enfermar de coronavirus
El primer ministro dijo que debe la vida al Servicio Nacional de Salud que lo atendió tras contagiarse; se prevé que Gran Bretaña supere las 10 mil muertes por este virus. https://t.co/qNAroRCswL"	2020-04-12 15:59:41	es		0.0	0.0		Noticias Oaxaca NVI	El grupo informativo más importante del Sureste, con presencia en Oaxaca y Chiapas	91445.0	574.0	310.0	131435.0	414.0	True		
@el_telegrafo	"#EnMinutos | Informe de Emergencia sobre el Covid_19 con varias autoridades del Gobierno.

Sígalo en señal nacional (canal 7), 105.3 FM y en #FacebookLive https://t.co/vRrfwadXUu"	2020-04-12 15:59:41	es		0.0	0.0		El Telégrafo Ecuador	Primer diario nacional fundado en 1884. Medio público de Ecuador.	359876.0	3124.0	6670.0	533038.0	2349.0	False		
@AGC_VK	"@rosadiezglez Pues para ser justos, la Ley de Prevención de Riesgos Laborales establece, que es obligación del empresario, dotar a los trabajadores de EPI'S.
La Administracion y empresas privadas, han tenido, tienen y tendrán la obligación con sus trabajadores.
Vaya tesitura con el covid-19."	2020-04-12 15:59:41	es		0.0	0.0	@rosadiezglez	Antonio Galán		192.0	9.0	23.0	1.0	0.0	False		
@anibalcs	"Oye pero que bacán es Chile, tiene más recuperados que Brasil, Indonesia, Suecia, Finlandia, Nueva Zelanda, Israel, Japón, entre varios más... y lo solo mueren ""enfermos crónicos""... Chile N°1 OCDE en manejo de Covid-19. El legado del ""estadista"" Piñera 🤡 y sus secuaces"	2020-04-12 15:59:40	es		0.0	0.0		Anibal	"Chemistry and Biology USACH -Teacher Science and Mathematic - Educational Robotics FLL, Student and Creative at the lives of others.
#YoApruebo"	13922.0	5352.0	1881.0	570.0	4.0	False		
@ricardopabon	"Al respecto.

las plataformas –Mobility service providers (MSPs)- están demostrando ser unos grandes aliados que aportan:

- Agilidad de respuesta
- Creación productos ad-hoc
- Protocolos de seguridad
- Dinámicas de comportamiento

https://t.co/uakuv6QbO3 https://t.co/OO2P5s1pjq"	2020-04-12 15:59:40	es	ES	0.0	0.0	@ricardopabon	Ricardo Pabón	Marketing, Tech, Cities. Team Uber.	9557.0	9229.0	402.0	3425.0	317.0	False		
@20Wilsongarcia	"Reto @migos 

#Covid_19 

Usted sabe: ¿En que lugar del mundo, de cuyo nombre no quiero acordarme, los médicos atienden así, en este tiempo de coronavirus? https://t.co/eqMUsbOada"	2020-04-12 15:59:39	es		0.0	0.0		wilson garcia navas	"Vivo la vida intensamente, un día a la vez, con actitud de servicio, porque
nunca es demasiado tarde para dar la mano a una persona que lo requiere."	53756.0	34521.0	32040.0	29703.0	41.0	False		
