Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@InformaTVX	"#SaludSV | El ministerio de @SaludSV  continúa con capacitaciones para brindarle una mejor atención a los salvadoreños que padecen de #COVID19. 

#ITVX https://t.co/mjxDQJujg9"	2020-07-18 19:12:31	es		0.0	0.0		InformaTVX	Espacio noticioso e informativo del @canalTVX. Abordamos los temas de mayor relevancia de El Salvador y el mundo desde una perspectiva estructural.	85227.0	5565.0	651.0	46784.0	156.0	False		
@Jlumorales	El 40 a 45% de las personas infectadas con Covid19 son asintomáticas, con la misma capacidad de contagio que los que están enfermo. La falta de síntomas aumenta el riesgo de transmisión en la población. Estos datos revelan un gran reto para la salud pública.	2020-07-18 19:12:30	es		0.0	0.0		Jose Ureña	El hombre no hace la historia esperando que algo acontezca, hace la historia haciendo que las cosas acontezcan a través de su praxis. José P. Feinmann	950.0	2172.0	668.0	212.0	0.0	False		
@Ejercito_Div5	"A diario trabajamos con #PrevenciónYAcción para hacer cumplir los protocolos de bioseguridad establecidos para esta contingencia por el covid19 en #Armenia #Quindío y todas nuestras Unidades Tácticas de la #OctavaBrigada 

@COMANDANTE_EJC 
@COL_EJERCITO https://t.co/DUC2vX8TDF"	2020-07-18 19:12:29	es		0.0	0.0		Mayor General Luis Mauricio Ospina Gutiérrez	Somos un grupo de 25.000 Hombres y Mujeres revestidos de honor comprometidos con la seguridad y desarrollo en C/marca, Huila,Tolima,Quindío,Risaralda y Caldas	49496.0	7547.0	1830.0	17693.0	46.0	False		
@WFMComunicacion	Esta recomendación de la EMT debería de estar en todas partes. En terrazas,  bares, restaurantes, ... en cualquier  lugar público.  Tú imprudencia es nuestro contagio #Covid19 https://t.co/TxFM02SWRU	2020-07-18 19:12:21	es		0.0	0.0		WFM Comunicación	El futuro tiene muchos nombres.Para los débiles es lo inalcanzable,para los temerosos lo desconocido y para los valientes es la oportunidad. V.Hugo	44295.0	7477.0	2916.0	2193.0	145.0	False		
@fflaaviaaa	"@martinp5_ Austria se las mandó 
Aceitunas
Adios covid19 
Aristoteles 
Ahora? Pero Justo empiezan los simpsons!!Anormal
Abel Pintos
Arrancacorazones"	2020-07-18 19:12:20	es		0.0	0.0	@martinp5_	F		10156.0	3044.0	494.0	346.0	1.0	False		
@valsumavsky	"Es el tiempo exacto para una dosis de humanidad  con el apoyo de msf_mexico  
•
•
•
•
•
#msfmx #dosisdehumanidad #apoyo #actriz #actress #covid #covid19 #coronavirus #medicosinfronteras #ayudanosaayudar https://t.co/raGVwM40Oq"	2020-07-18 19:12:12	es		0.0	0.0		Valentina Sumavsky	Actress & Singer Manager: Stephanie Ripstein 7863020230 @SKRipstein talent@SKRipstein.com https://t.co/AAN1RygFDj Graduated from: (VFS) Vancouver Film School	3618.0	770.0	380.0	542.0	7.0	False		
@StrabajoH	"La @StrabajoH te invitan al Foro Virtual de Rendición de Cuentas Sobre el Manejo de Fondos Para Atender la Emergencia por #COVID19.

Lunes 20 de Julio, 10:30 am.

Transmitido en vivo a través de Facebook Live. https://t.co/lKeofKwRew"	2020-07-18 19:12:03	es		0.0	0.0		@STRABAJO_HN	Cuenta oficial de La Secretaría de Trabajo y Seguridad Social de Honduras.	863.0	499.0	414.0	1277.0	6.0	False		
@AytoSanlucar	✔️En los trabajos de limpieza y mantenimiento, esta madrugada se ha tratado con viricida la zona centro de #Sanlúcar, la de mayor afluencia de personas #COVID19 https://t.co/DwsgDHT5uo	2020-07-18 19:12:00	es		0.0	0.0		Ayto. de Sanlúcar	Servicio de información del Ayuntamiento de Sanlúcar de Barrameda	8171.0	87.0	14.0	6697.0	58.0	False		
