Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@armandolenerol1	Tenemos un gobierno farsante. https://t.co/oNqWk4rYDt	2020-04-10 15:30:04	es		0.0	0.0		Armando Leñero Llaca	Licenciado en Relaciones Industriales UIA  Presidente del Centro de Estudios del Empleo Formal.  Amante de los caballos.	21877.0	11471.0	7051.0	7506.0	4.0	False		
@DeloitteCL	En el marco del Covid-19 se promulgó la Ley 21.227, la que “faculta el acceso a prestaciones del seguro de desempleo de la Ley N° 19.728, en circunstancias excepcionales” https://t.co/1fLNhrXwvG https://t.co/dnhiXdAE9C	2020-04-10 15:30:04	es		0.0	0.0		Deloitte Chile	Deloitte presta servicios profesionales en auditoría, impuestos, consultoría y asesoría financiera a organizaciones públicas y privadas de diversas industrias.	6083.0	1144.0	392.0	3753.0	83.0	False		
@jatirado_oc	#Portada CORONAVIRUS PORTUGAL - La oposición portuguesa, o cómo enterrar el hacha de guerra por COVID-19 https://t.co/DeARTrNIGB https://t.co/qI7yaxdFPW	2020-04-10 15:30:03	es		0.0	0.0		Juan Antonio Tirado	Periodista. Onda Cero. Editor de iBooks, director de @Stonewall_iBook; Radio Inter, Onda Madrid, Radio Voz, City Fm; Prensa4, El Telegrafo y Fotos; PopularTV...	232952.0	2969.0	1772.0	1454.0	14.0	False		
@InfoLaPlaza	"#REPRESIÓN Durante #CuarentenaTotal por #covid_19 en #Perú, alcalde de #Ate Edde Cuéllar ordena rociar agua no potable a vecinos que compran alimentos, mientras municipales patean tubérculos que #ambulantes venden para sostener sus familias ante desempleo.
https://t.co/7tovE04zqc"	2020-04-10 15:30:03	es		0.0	0.0		Periódico La Plaza	Periodistas independientes que no tienen reparo en enfrentarse al excluyente sistema económico ni al represor sistema político. https://t.co/UfS1Az5PA5	2061.0	2610.0	508.0	1073.0	8.0	False		
@amirapuato	#Hidalgo 🇲🇽😷 Así es como un familiar se despide de sus seres queridos que murieron por coronavirus y alerta a la población de #México. https://t.co/kYFUPx5Mzt	2020-04-10 15:30:02	es		0.0	0.0		AM Irapuato		65381.0	76.0	335.0	5736.0	70.0	False		
@ElOrigenDiario	Coronavirus: las amenazas y cambios que sufrirá la nueva generación de smartphones por la pandemia de covid-19  vía @ElOrigenDiario #ElOrigenDiario   #RepublicaDominicana #Asia #Africa #America #Europa #Tecnologia https://t.co/iZU3OewhAM	2020-04-10 15:30:02	es		0.0	0.0		El Origen Diario	"EL ORIGEN DIARIO medio digital de informaciones diversas, veraces y confiables. 
Contactanos: elorigendiario@gmail.com"	4205.0	54.0	438.0	159.0	0.0	False		
@rizossalvajes	"#LaCalleEnEmergencia 100 personas privadas de la libertad construyen ataúdes para los fallecidos por Covid-19 en Guayaquil. 
https://t.co/zuSejmJMeO"	2020-04-10 15:30:01	es		0.0	0.0		María Isabel Burbano	Periodista y escritora en proceso. Miembro del equipo periodístico de @radiolacalle.	6846.0	19030.0	870.0	354.0	0.0	False		
@SigloDurango	Supera el mundo las 92,000 muertes por COVID-19 https://t.co/9FC8K7Ee3Z	2020-04-10 15:30:01	es		0.0	0.0		El Siglo de Durango	26 años de ser el periódico diferente, el que te gusta... ¡y tú lo sabes!	440484.0	108.0	899.0	29769.0	362.0	False		
@ameliarueda	Amazon creará laboratorio para realizar tests de #coronavirus #COVI19 a sus empleados  https://t.co/PxVcvzWhuL	2020-04-10 15:30:01	es		0.0	0.0		ameliarueda	Periodista. Directora de Nuestra Voz (93.5FM). Editora General https://t.co/mu6p0ST9h5	140870.0	500.0	680.0	334098.0	1069.0	False		
