Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@pachafmquito	Mantén dos metros de distancia de otras personas, así impides la transmisión del COVID-19. Haz tu parte, evita aglomeraciones, es tiempo de aprender a convivir con el virus. ¡Salva tu vida y la de tus seres queridos!  #DisciplinaParaVolver #3PasosDeVida https://t.co/HyYH7xNAL4	2020-06-03 18:56:49	es		0.0	0.0		Pacha FM 102.9	Página Oficial Pacha FM 102.9 #LaRadioDeLaCiudad Programación en servicio de la ciudadanía quiteña. #QuitoGrandeOtraVez https://t.co/1qltQymnio	47946.0	3228.0	5.0	13712.0	87.0	False		
@blancocriollo	Pero seguro que no te paga el médico si te contagia de Covid-19 https://t.co/ITG0xBjmWi	2020-06-03 18:56:49	es		0.0	0.0		Tenemos Patria	Chavista hasta después de la muerte,algún dia nos volveremos a ver	19425.0	699.0	1732.0	1191.0	4.0	False		
@quepasaraucania	[COVID-19 EN LA ARAUCANÍA 🦠] La Araucanía amaneció con 32 nuevos contagiados por coronavirus en las últimas 24 horas, según el informe de la Seremi de Salud. ➡️ https://t.co/eNLJFgTJU2 https://t.co/dIwJCvBs7B	2020-06-03 18:56:49	es		0.0	0.0		Qué pasa Araucanía	Medio independiente, sin tendencia política ni ideológica. Nuestro compromiso es con la verdad. Denuncias o aportes al Whatsapp +56 9 6350 7971	417.0	9.0	129.0	235.0	0.0	False		
@Digital_58	Alarma en el deporte japones tras confirmarse tres casos de COVID-19 https://t.co/cBQ6W9JS5d	2020-06-03 18:56:47	es		0.0	0.0		Noticias Digital58 🇻🇪	"#PeriodismoWebDeVerdad
✉ prensa@digital58.com.ve
☎+58 261-4197210
Radio: Lun. a vie. de 2:00 a 4:00 p.m por @tu945fm
#PuraVidaPositiva #Maracaibo #Venezuela"	43440.0	15905.0	2902.0	6264.0	66.0	False		
@SIPSENOTICIAS	"#SNCUN Hasta las 12 horas del 03 de junio, se han notificado 1787 casos negativos, 194 en estudio, 2010 positivos, 392 defunciones y 1099 personas recuperadas a COVID-19.

#QuédateEnCasa🏠 https://t.co/Xsd3V1mYP8"	2020-06-03 18:56:45	es		0.0	0.0		SIPSE NOTICIAS	Grupo SIPSE empresa líder en información en el sureste mexicano. Somos radio, prensa, televisión y http://t.co/lVuaZIWAbf	141180.0	1998.0	925.0	39818.0	281.0	False		
@Olivareslucia	#LaPreguntaExacta ¿Qué temas, además de la pandemia de COVID-19, crees que están pendientes ce resolver en México? / @elexactoFM	2020-06-03 18:56:44	es		0.0	0.0		Lucía Olivares	Comunicadora. Autora de #SeñoraBruja. Me escuchan en @noticierosgrem / Me leen en: https://t.co/mUsykbqJHn (Comentarios a título personal).	10679.0	1808.0	2261.0	1990.0	9.0	False		
@seleneverar_	"* Tania Tinoco a Xavier Vallarino: ¿puede decirnos por qué se suspendió la venta de la lotería durante la pandemia? (Primeros meses del COVID-19 en Ec)
- Mi mamá (no periodista): 🙄 ¿cómo le hace esa pregunta? Obvio el contagio. 😒 (😂👏🏼)"	2020-06-03 18:56:41	es	EC	0.0	0.0		Selene Vera R.	#Periodista y #Dircom •Sin fines de semana •En la Dubái del Ecuador	5696.0	5875.0	1871.0	316.0	8.0	False		
@sumariumcom	La mayor parte del estado de Florida entrará este viernes en la segunda fase de reapertura económica, que incluye bares y cines, pese al aumento de los casos de COVID-19 en las últimas 24 horas, que volvieron a superar el millar y ascienden a casi 59.000	2020-06-03 18:56:41	es		0.0	0.0		Sumarium		1733394.0	69.0	1775.0	193658.0	1050.0	False		
