Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@DptoTurComCon	El @DptoTurComCon colabora en la planificación de ayudas específicas para paliar los efectos de #COVID19: #comercio, #hostelería y #turismo se beneficiarán de la mayor parte del fondo de 30 millones anunciado por el Gobierno.	2020-04-22 13:29:22	es		0.0	0.0	@DptoTurComCon	Departamento de Turismo, Comercio y Consumo	Departamento de Turismo, Comercio y Consumo Gobierno Vasco / Turismo, Merkataritza eta Kontsumo Saila  Eusko Jaurlaritza / Tourism, Trade & Consumer Affairs	2257.0	2365.0	307.0	1185.0	26.0	False		
@La_Cerca	#CiudadReal El Ayuntamiento de Valdepeñas fabrica 5.000 mascarillas para proteger a los menores #Covid19 #Coronavirus https://t.co/4Z9VsPm9YE	2020-04-22 13:29:20	es		0.0	0.0		LaCerca noticias CLM	📌📢Diario digital multimedia de Castilla-La Mancha. 📡⚡️Noticias, Entrevistas y Reportajes de ▶️ Albacete, Cuenca, Ciudad Real, Guadalajara y Toledo.🙅📸TV online 📺	389153.0	513.0	4890.0	18780.0	347.0	True		
@PCivilCiempo	"#BuenasTardes un dia más seguimos plantando cara al #COVID19 apoyando a los servicios de emergencia #Ciempozuelos

Todo su trabajo sería en vano si tú no te quedarás en casa

#JuntosSaldremosAdelante 
#LasProtesCuentan https://t.co/iB0e1ezNlF"	2020-04-22 13:29:20	es		0.0	0.0		PC Ciempozuelos	"Perfil oficial, Agrupación de Protección Civil de Ciempozuelos (Madrid),  Av. del Instituto s/n 
📱 663 96 23 98
📩proteccioncivil@ayto-ciempozuelos.org"	1309.0	1164.0	363.0	443.0	4.0	False		
@gabrielguerralp	"Con un gobierno de izquierda en España con #Coronavirus
VS 
Con un gobierno de derecha en España con #COVID19 https://t.co/nzRXvYWEH1"	2020-04-22 13:29:18	es		0.0	0.0		Gabriel Guerra 🇮🇨	▫️Series. Opinión Personal. UD Las Palmas. Comida.  Apple ▫️Diseño Gráfico. Community Manager. 🌮 Lo único estable en mi vida, es el hambre. 1990.	52879.0	13092.0	7159.0	10273.0	95.0	False		
@ImagenTVMex	"¿Qué medidas de restricción por el #COVID19 se están realizando en Michoacán?

#SéFuerteMéxico #DePisaYCorreTV con @nacholozano @migarciatinoco https://t.co/utXi1rdsVY"	2020-04-22 13:29:17	es		0.0	0.0		Imagen Televisión		193347.0	59124.0	354.0	315128.0	698.0	True		
@cepal_onu	La Secretaria Ejecutiva de la #CEPAL @aliciabarcena, dialoga ahora con @aristeguicnn sobre el impacto del #COVID19 en #ALC, así como las nuevas proyecciones de crecimiento para los países de la región. Vía @AristeguiOnline. En vivo: https://t.co/5ocRIhr7Um https://t.co/0R4Wtq2qoh	2020-04-22 13:29:16	es		0.0	0.0		CEPAL	Cuenta oficial de la Comisión Económica para América Latina y el Caribe.  Sigue @eclac_un en inglés. #igualdadALC #Horizontes2030	15352.0	2.0	303.0	408532.0	2632.0	True		
@meteochile_dmc	"Hoy se celebran 50 años del Día Internacional de la Tierra, desde @meteochile_dmc renovamos nuestro compromiso con la Acción Climática. 👉 https://t.co/AjElPbnnjF
#DiadelaTierra #ambiClimatico #COVID19"	2020-04-22 13:29:12	es		0.0	0.0		MeteoChile	Servicio Oficial de Meteorología de Chile. Dependiente @DGACChile https://t.co/sbVpVukMpu Síguenos en: Facebook, Instagram y el Blog meteochile	29768.0	2786.0	353.0	99462.0	371.0	False		
@elpulsohn	"#ElPulso #Covid19 | Doumont presenta ""No se hagan los locos"", disfrute, opine y comparta. https://t.co/a4EhU29hLa"	2020-04-22 13:29:12	es		0.0	0.0		elpulso.hn	Somos un equipo de periodismo de investigación. Si tienes algún dato que compartir, puedes escribirnos a contacto https://t.co/rTvnDRexkx	13025.0	114.0	453.0	4052.0	36.0	False		
