Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@monitorexpresso	Día récord de nuevos casos de Covid-19 en México https://t.co/3KytA1VUlr #Día #Récord #Casos #Covid19 #México	2020-08-02 00:46:11	es		0.0	0.0		Monitor Expresso	"Todas las noticias de Michoacán, México y el mundo.
💻 FB: https://t.co/HOvLJMUot2
📸 Instagram: https://t.co/BKLGhe0pjp"	111574.0	1949.0	1294.0	5799.0	50.0	False		
@temnoticiasarg	#Sociedad] Confirmaron otras 53 muertes y 5.241 nuevos casos de #Coronavirus en el país. 👉 (Link: https://t.co/hAPFWQSW3b)  #COVID19 https://t.co/RpNUZ7y7pg	2020-08-02 00:46:04	es		0.0	0.0		Temnoticias-Arg	Sitio de noticias de la República Argentina, 5 años junto a vos informándote sobre los hechos mas importantes del país y el mundo.	12709.0	13.0	206.0	161.0	20.0	False		
@walterllamosas	@loquetengas Pronto veremos que opina el #Covid19 al respecto...	2020-08-02 00:46:01	es		0.0	0.0	@loquetengas	Walter Llamosas	Aficionado a la hípica y a la política. Hincha de la U. (crema)	21972.0	150.0	106.0	311.0	11.0	False		
@ingridnoguera	"#Covid19 en Paraguay al 01/08:

💉 128.709 muestras realizadas.

❌ 123.224 resultados negativos.

✅ 147 nuevos casos. Total: 5485 (3209 contactos, 1182 del exterior, 1094 sin nexo)

✝️ 52 fallecidos.

🏥 59 hospitalizados. 12 en UTI

👨‍👩‍👧‍👦 3786 recuperados.

🧪 1647 casos activos."	2020-08-02 00:45:32	es		1.0	0.0		Ingrid	Periodista | “En tiempos de engaño universal, decir la verdad es un acto revolucionario”.	19793.0	4842.0	399.0	4111.0	8.0	False		
@TVTenlinea	#ConferenciaCOVID La secretaria Técnica del Consejo Nacional de Salud Mental, Lorena Rodríguez Bores dio a conocer que en el regreso a las actividades persiste el miedo ante la presencia del #COVID19 aún sin una vacuna, por ello se plantean las siguientes medidas de apoyo: https://t.co/u12jBX28pu	2020-08-02 00:45:20	es		0.0	0.0		Televisión Tabasqueña	Donde lo bueno pasa	78401.0	1725.0	543.0	32260.0	165.0	False		
@Luis_MachadoM	"#1Ago ⚠️LEE Y COMPARTE⚠️ Venezuela registra las cifras más altas de contagio por #COVID19 desde el inicio de la pandemia, por esto sigamos las recomendaciones de la OMS para cuidarnos.

Ayúdanos a difundir esta información, porque estar informados nos ayuda a estar protegidos https://t.co/YhLSjfEEh1"	2020-08-02 00:45:19	es		0.0	0.0		Luis Machado	Venezolano/ Miembro de la Dirección Regional de @VoluntadPopular #Monagas	22592.0	1193.0	268.0	2128.0	4.0	False		
@caroradenoche1	#Noticias  Asi fue el proceso de desinfeccion en la Policlinica Carora para asi seguir  con la lucha contra el #covid19 Imagenes Cortesia de yelpro72 .. #carora #lara #venezuela .. Siguenos en Instagram… https://t.co/oNPVVGnw0B	2020-08-02 00:45:12	es		0.0	0.0		@caroradenoche1	Una pagina de rumba,  Noticias, farandula  y mucho entretenimiento desde #carora Estado Lara	1525.0	10.0	2061.0	1052.0	3.0	False		
@mileddf	Se reportan 434 mil 193 casos totales confirmados y 47 mil 472 defunciones totales en México por #COVID19 https://t.co/E3mWejbBpl @noticiasmiled https://t.co/Z9SrwOldVz	2020-08-02 00:45:11	es		0.0	0.0		Miled CDMX	Grupo Miled México	11904.0	1285.0	3.0	322.0	1.0	False		
