Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@Canal9link	"📍Nuevo protocolo en #Chaco para dar el alta de #aislamiento a pacientes con #COVID19

👉https://t.co/RLw50M2Nt2 https://t.co/OW1zt95bhV"	2020-07-01 16:03:28	es		0.0	0.0		CANAL 9 LINK  📺	https://t.co/yPfMoNMJYL Nueva plataforma de contenidos - Cuenta oficial de CANAL 9 Chaco - Corrientes. 📲 Whatsapp: 362 4531444	188808.0	4820.0	4058.0	19171.0	87.0	False		
@PortalPortuario	#QuédateEnCasa y sigue nuestro especial #Covid19. Revisa las actualizaciones aquí-&gt; https://t.co/wc1zvUllPm https://t.co/HAMbMf684B	2020-07-01 16:03:26	es		0.0	0.0		PortalPortuario	"Somos el principal medio de comunicación de la industria portuaria en #Chile y uno de los más reconocidos en América Latina.

Mail: contacto@portalportuario.cl"	139175.0	5934.0	3568.0	11721.0	102.0	False		
@UVOCGUATE	"#Urgente la Hidroeléctrica #OXEC no ha incumplido con proveer la protección necesaria y las recomendaciones para
prevenir el contagio de #COVID19, dentro de sus instalaciones personas se encuentran con contagiadas y dentro de sus instalaciones guardan cuarentena https://t.co/lOHbBKD9kg"	2020-07-01 16:03:25	es		0.0	0.0		UVOC	Organización Campesina Q'eqchi', Poqomchi' y Achi' que lucha por la Resistencia y Emancipación: Resistencia para no dejar de ser pueblos Originarios.	6057.0	6748.0	1247.0	1967.0	23.0	False		
@COVID19TRACKES	"Casos de Coronavirus: 

Activos:  4,296,826
Leves: 4,238,903
Críticos: 57923
Recuperados: 5,847,541  
Muertes: 515,765

#COVID19 #coronavirus"	2020-07-01 16:03:19	es		0.0	0.0		Coronavirus Tracker🦠📈	Siguiendo las estadísticas más recientes del COVID-19 a nivel mundial🌎 Información extraída de Worldometers.	721.0	0.0	0.0	67.0	1.0	False		
@RadioRelojCuba	Desde hoy #Cuba recibe nuevamente al #turismo internacional, luego de que las fronteras del país estuvieran cerradas por más de tres meses debido a la crisis sanitaria causada por la #COVID19  https://t.co/PxEnjO93cN	2020-07-01 16:03:15	es		0.0	0.0		Radio Reloj, Cuba	@RadioRelojCuba El canal de #información continua más antiguo del mundo transmitiendo desde La #Habana #Cuba cada #Noticia en #1Minuto 🇨🇺 @RadioRelojCuban	80972.0	27163.0	10490.0	30516.0	206.0	False		
@ACUEDUCTOSPR	[Importante] Es responsabilidad de todos evitar la propagación del #Covid19 #Coronavirus ¡Por favor!  ¡Lávate bien las manos!, protege a tu familia y sigue los consejos de higiene. #EsteVirusLoParamosUnidos 🚫🦠🧼🏡 https://t.co/u2nSVmspPc	2020-07-01 16:03:15	es		0.0	0.0		Comunicaciones AAA	Autoridad de Acueductos y Alcantarillados de PR. Para reportar averías: Servicio al Cliente (787) 620-AGUA (2482) o 311 de 6 AM - 11 PM.	74505.0	1491.0	186.0	71090.0	226.0	True		
@EldyChable	@zoerobledo @lopezobrador_ Se siente bien❓ xq el secretario de #Salud de #Chiapas dijo que podían quedar mal‼️ y le pregunto xq en materia de #Salud en su estado natal estamos MAL‼️ personal de salud está muriendo en batalla contra el #COVID19 por no contar con material adecuado! Digan la verdad‼️	2020-07-01 16:03:08	es		0.0	0.0	@zoerobledo	Eldy	Comunicóloga y Comiteca	2417.0	616.0	426.0	187.0	0.0	False		
@P_Enfoque	En México, el 50% de la pruebas de COVID-19 dan positivo; es la mayor tasa a nivel global #COVID19 https://t.co/G6HRB2JAdB	2020-07-01 16:03:02	es		0.0	0.0		Periódico Enfoque	"Periódico digital.
Información constante y oportuna.
Periodismo de investigación, resolviendo los intereses y necesidades de lectores  críticos."	11700.0	444.0	353.0	267.0	2.0	False		
