Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@MunicipiodePuan	"📌 Informe diario #COVID19

#NosCuidamosEntreTodos https://t.co/f5PRqGmilQ"	2020-08-02 13:06:27	es		0.0	0.0		Municipio de Puan	"Cuenta Oficial del Municipio de Puan - Gestión @CastelliPuan -

https://t.co/71N2zEg6yC -  https://t.co/fzRxrW277R"	2256.0	408.0	573.0	650.0	8.0	False		
@SIECA_tom_CIS	Seguimos en crisis sanitaria mundial. No debemos ni podemos bajar la guardia. Debemos mejorar nuestros métodos para alertar los brotes y rebrotes de contagio por #Covid19, asimismo, los métodos de mitigación y  no propagación. https://t.co/gJx6uEiTHG	2020-08-02 13:06:12	es		0.0	1.0		Tomas Martinez	Historia, sociedad, seguridad, inteligencia. Coordinador de la Maestría en Seguridad e Inteligencia Estratégica y Socio de @CIS_Estrategico	3846.0	1843.0	594.0	297.0	6.0	False		
@radiocmhw	#Cuba🇨🇺 #Ahora  #2Ago @MINSAPCuba en conferencia de prensa para actualizar las estadísticas sobre la #COVID19 en el país.  https://t.co/LKBB22oB2B	2020-08-02 13:05:28	es		0.0	0.0		Radio CMHW	CMHW La Reina Radial del Centro	93881.0	7432.0	1031.0	6524.0	78.0	False		
@HospiMilCaracas	Como plan de prevención ante el #Covid19 se realiza diariamente la desinfección del Cafetin Numero 3, en nuestro @HospiMilCaracas trabajamos por la salud de nuestro personal de guardia #2Ago #FelizDomingo https://t.co/g4jur7a7x3	2020-08-02 13:05:15	es		0.0	0.0		Hospital Militar Universitario Dr. Carlos Arvelo	Cuenta oficial del Hospital Militar Universitario Dr. Carlos Arvelo,  ¡En Revolución la Salud es Primero!	26136.0	4223.0	65.0	8874.0	20.0	False		
@DrHazan	"Niños de menos de 5 años pueden llevar hasta 100 veces más virus del #COVID19 que un adulto

Los niños también #UsaCubrebocas https://t.co/5QX4Wocect"	2020-08-02 13:05:10	es		0.0	0.0		Eric Hazan	"Cirujano ortopedista y traumatologo.
Cartésien, sceptique, scientifique. 
Praise the Beauty of Nature, Wonders of Life."	4697.0	3234.0	330.0	369.0	4.0	False		
@cobertura360mx	"Suzelle Cristina Romero Félix, paramédica del Hospital General del Estado y del Hospital Infantil en #Sonora, logró recuperarse de #coronavirus (#Covid19), por lo que fue enviada a terminar de recuperarse del virus a un hotel.

https://t.co/4VT5lfTsJr"	2020-08-02 13:05:06	es		0.0	0.0		cobertura360mx	Sitio de noticias que presenta los hechos como son. Periodismo puro, sin adjetivos.	9788.0	57.0	259.0	175.0	0.0	False		
@covid_ar	"🇦🇷 Actualización: 08/02/2020 10:05
 
▪️ Nuevos Casos: 5241
 
▫️ Casos Totales Activos: 106448
 
◾️ Casos Historicos: 196543
 
🙌 Casos Recuperados: 86499

▫️ Nuevas Muertes: 53

◾️ Muertes Totales: 3596
.
.
.
#COVID19argentina #COVID19AR #COVID19 #Argentina"	2020-08-02 13:05:05	es		0.0	0.0		🤖 ARCovidBot	📊 Actualizaciones diarias sobre COVID19 en Argentina 🇦🇷	35.0	0.0	1.0	5.0	0.0	False		
@UNICEFargentina	"Reconocé tus emociones 😃😔😨

El aislamiento social por la pandemia de #COVID19 puede hacer que sientas miedo, estrés o tristeza.

El que te sientas así no es necesariamente malo, son señales que nos indican que debemos prestarnos atención.

Imagen: @unicefperu https://t.co/3q1z0h9nJC"	2020-08-02 13:05:00	es		3.0	0.0		UNICEF ARGENTINA	UNICEF trabaja en más de 190 países para ayudar a niños y niñas a sobrevivir y avanzar en la vida desde la primera infancia hasta la adolescencia	15084.0	6411.0	1145.0	248128.0	563.0	True		
