Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@Efekto10	El titular de @Segob_Puebla, @DavidMendezPue, informó que al número total de los migrantes poblanos fallecidos en Estados Unidos se suman 119 personas, con lo cual la cifra sube a 310 personas que han muerto en el extranjero a causa del #COVID19 https://t.co/PwsfRBD8a3	2020-06-19 14:46:04	es		0.0	0.0		Efekto10	1010 AM noticiero de Puebla. Estamos en todos lados.	160773.0	2732.0	1586.0	12053.0	110.0	False		
@ELDEORO6	"Para el que se quiera pasar por el video completo esta en el canal de YouTube
#freestyle #freedani #FreestyleFridays #freestylemasterawards
#Tendencias #freestyle
#RedBullBatalla
#FMS2020
#StayGold_BTS  #COVID19
#yuSamanthaOT20
https://t.co/I0NaRj6xGq https://t.co/Yp6cQpWJLK"	2020-06-19 14:46:03	es		0.0	0.0		EL DE 0RO	"🎬Canal de twitch🎬: T3V_CARPOTAZO14 
📽canal de YouTube📽: EL DE ORO
📷ig: Manu.eld3oro📷
📀rapero y streamer🖱🎥 boee .."	1131.0	1433.0	348.0	50.0	0.0	False		
@ElCharroOscuro	Oficialmente estoy 100% libre de #Covid19 😎	2020-06-19 14:46:03	es		0.0	0.0		El Charro Oscuro	"Cartógrafo y novelista.
amante del fitness
represor de socialistas y feminazis.
que viva el capitalismo."	5463.0	16696.0	224.0	527.0	1.0	False		
@CANAL44TV	#CoronavirusLaPandemia || Asegura la @who que debido a la contingencia por #COVID19 se descuidaron otras enfermedades, esto se debe a que los recursos financieros y humanos fueron reorientados para atender la pandemia. https://t.co/qEpzdTkgd9	2020-06-19 14:46:02	es		0.0	0.0		Canal 44	Whatsapp: 33 2242 0690 ¡La señal de todos! Noticias, series, documentales, análisis, programación infantil, cine, musicales y más.	230017.0	9758.0	15462.0	149924.0	492.0	True		
@OscarBelalcazar	"Hoy 19 de Junio, por ahorrase el 19% muchas personas muchas personas están en riesgo de contraer el #Covid19. 

¡Hagan el chance con el 19!"	2020-06-19 14:45:52	es		0.0	0.0		Oscar Belalcázar	Emprendedor | Mercadólogo | Formulador de Proyectos | Mis marcas: @obelco | @LaGranPimienta	8982.0	302.0	267.0	528.0	5.0	False		
@espacionoticia	Gobierno de #España reportó este #Viernes balance de fallecidos por #COVID19, fijándolo en en 28 mil 313 hasta la fecha, número que aumentó luego de 12 días de cifras congeladas por actualización de datos.	2020-06-19 14:45:51	es		0.0	0.0		Espacio de Noticias	"Otra visión de la Noticia... 
Contenido de interés para todos"	12.0	24.0	1.0	0.0	0.0	False		
@CELESTE_SUTECBA	"Basta de Verso @horaciorlarreta el @gcba No puede seguir poniendo en peligro a sus trabajadores! El Estado NO debe estar Ausente!!!
@alferdez @ginesggarcia #BuenViernes #COVID19 #URGENTE #coronavirus #FelizViernesATodos @ATECapitalOk @DanielCatalano_ @sutecba @CELESTE_SUTECBA https://t.co/mvCGpIJD0i"	2020-06-19 14:45:51	es		0.0	0.0		Agrupación Celeste Municipales - SUTECBA	Agrupación CELESTE de Trabajadores Municipales de la Ciudad de Buenos Aires - Animate y Participá en nuestro espacio en defensa de los derechos laborales.	877.0	1137.0	382.0	180.0	0.0	False		
@CarlitosW86	"@genteconvos Los próximos días van a decir que es culpa del gobierno 🤦‍♀️ gente pendeja en serio, tanta cuarentena a la basura!
#COVID19 #DíaSinIVA"	2020-06-19 14:45:49	es		0.0	0.0	@genteconvos	Carlos Guerrero	Me va mejor cuando no le pongo corazón a las cosas... #MillonariosFC	6595.0	1320.0	363.0	580.0	6.0	False		
