Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@MetaBlond	¿La peor institución en esta EPIDEMIA #COVID19?	2020-04-05 18:10:48	es		0.0	0.0		🔥 Rubio Cañón 🔥	Bienvenidos al Santuario de los Indignados. Habemus locus. Responsable de lo que digo, no de lo que interpretes.	69714.0	36869.0	430.0	3074.0	12.0	False		
@yesloz	"Quieres ponerte cubrebocas para seguir las recomendaciones de la CDC y apoyar en la lucha contra #COVID19 ? Te paso una guia con 10 puntos clave para que lo sepas usar como un pro

#cientificasmx #CienciaPorMexico #Masks4All 
https://t.co/kKojdbmjOC"	2020-04-05 18:10:46	es		0.0	0.0	@yesloz	Neurocurious	Neuroscientist @harvardmed studying serotonin circuits & neural plasticity; avid hiker & yogi, food+cocktail-geek; prone to random acts of art 🧠🇲🇽	537.0	1132.0	330.0	127.0	1.0	False		
@Abraham13638398	"Por qué si vimos que la crisis de vivienda en California movió el mercado local en #BajaCa, porque si el 911 modifico la vida en la avenida Revolución, por qué frente al #Covid19 la frase ""a #EstadosUnidos le da un resfriado, a #Mexico le da una pulmonía"" pareciera no aplicar."	2020-04-05 18:10:33	es		0.0	0.0		Abraham Avila	Visual artist	48.0	25.0	12.0	4.0	0.0	False		
@joseangelgtz	El primer caso #COVID19 en #Ocotlán #Jalisco dado a conocer desde el viernes, aún no aparece en las estadísticas oficiales. Ya será incluido? Hay inquietud entre ciudadanos e incluso fue cerrada la plaza principal para evitar aglomeraciones @saludjalisco https://t.co/2dy4L6Ir2O	2020-04-05 18:10:33	es		0.0	0.0		José Ángel Gutiérrez	Periodista, resignado Atlista, enamorado de mi ciudad y de mi Estado. CabeceraMx, Canal 44 TV, El Heraldo Radio Jalisco (100.3 de FM)	111565.0	15119.0	2801.0	22825.0	231.0	False		
@dreugeniomatias	Los soldados de la @PRNationalGuard se capacitan en los mejores entrenamientos del mundo para defender la Nación y el Estado. No para caravanas y tumba cocos. Gobernadora @wandavazquezg utilicemos los recursos del gobierno donde son necesarios. En cuarteles y patrullaje.#Covid19	2020-04-05 18:10:32	es		0.0	0.0		Dr Eugenio Matías Pérez	Army veteran, Educador, líder comunitario, estadista progresista. Candidato al Senado por Acumulación.	70.0	37.0	86.0	130.0	1.0	False		
@humbertovilchez	El #covid19 no discrimina, a lavarnos las manos todos. https://t.co/Z2OaVXeFJr	2020-04-05 18:10:32	es		0.0	0.0		Humberto J. Vilchez	Ser el cambio que quiero ver en el mundo / be the change i want to see in the world. El trabajo es en uno mismo.	2082.0	2718.0	338.0	246.0	1.0	False		
@balon_mundial	"#Coronavirus | Gran noticia

@acffiorentina 🇮🇹 confirmó que tanto el defensa argentino 🇦🇷 Germán #Pezzella, como los delanteros, el serbio 🇷🇸 Dušan #Vlahovic y el italiano 🇮🇹 Patrick #Cutrone se recuperaron de forma total del #COVID19, luego de realizarse test y dieron negativo. https://t.co/nvU3C5HENM"	2020-04-05 18:10:32	es		0.0	0.0		Balón Mundial (en casa 🏡)	Esperando Qatar 2022!! Cuenta con información de fútbol de selecciones, argentino e internacional. Notas, datos y estadísticas. Para estar al día con todo!!	23264.0	3880.0	1410.0	3801.0	11.0	False		
@zonalamariscal	Hoy cumplimos un operativo de control del espacio público y de medidas de bioseguridad en el sector de La Mariscal, frente a la emergencia sanitaria por #COVID19. #ConMedidasSalvamosVidas #DisciplinaParaVolver https://t.co/avPYolirQZ	2020-04-05 18:10:31	es		0.0	0.0		Zonal La Mariscal	Página oficial de la Administración Zonal La Mariscal del Municipio de Quito. #QuitoGrandeOtraVez	1752.0	0.0	14.0	345.0	3.0	False		
