Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@MdJysus	"@pueblarojamx Pero no quieren atenderte hasta que lleves una constancia de que no tienes covid19

Porque ellos no la hacen y sin ese documento expedido por un particular no te atienden aunque estés registrado y pagando tu seguro...

Mes y medio y a un familiar no le quieren atender"	2020-08-02 14:46:37	es		0.0	0.0	@pueblarojamx	Stimpy	indigente en los medios de comunicación	13199.0	30335.0	773.0	193.0	2.0	False		
@24horasqroo	"#Chetumal | #COVID19 🦠
Acusan que en los operativos sólo se busca sancionar al chofer de transporte público.

🕰️ #24HorasQuintanaRoo
¡ENTÉRATE! ⬇️⬇️

https://t.co/7Qon3WUPtK"	2020-08-02 14:46:29	es		0.0	0.0		24 Horas Quintana Roo		21575.0	1981.0	759.0	428.0	5.0	False		
@DigestivoVLC	Colombia suministraría gratis la vacuna del #COVID19  a su población https://t.co/IHvlKDvJoV a través de @caracolradio	2020-08-02 14:46:20	es		0.0	0.0		Dra. Diana Avila. Medicina Digestiva.	"Noticias:#digestivo,#hígado,#gastroenterología,#covid19,#España,#Valencia,#Colombia,#Mundo.#mantenladistancia,#Sanidadpública
Grupo médico COVID 19 FB"	1904.0	1915.0	1169.0	377.0	17.0	False		
@FozSupers	"[15:45]#COVID19 #FigueiradaFoz #Supermercados
[26%]Continente Figueira
[33%]Continente Buarcos
[40%]Pingo Doce - Figueira
[40%]ELeclerc
[43%]Intermarche
[47%]Pingo Doce - Tavarede
[51%]ALDI
[51%]Lidl Figueira
[58%]Lidl Buarcos
[72%]Pingo Doce - Buarcos
[89%]Auchan https://t.co/nBRJxXZ5ka"	2020-08-02 14:46:17	es		0.0	0.0		Afluência Supermercados Figueira da Foz	"I'm a simple but humble bot..
My proud owner is @jokaz"	4473.0	0.0	1.0	1.0	1.0	False		
@porttada	"#COVID19 | Rebrote de COVID19 en Cataluña registra más de 1,400 nuevos infectados en las últimas 24 horas 
https://t.co/RNAwyzQUOH https://t.co/IUsnkl4oTC"	2020-08-02 14:46:17	es		0.0	0.0		Porttada	Comparte e informa.	29536.0	72.0	754.0	54156.0	64.0	False		
@cursorenla	"Héctor Chávez; Morena habla de responsabilidad y hay más de 40 mil muertos por @Covid19
Solicitó el compromiso de los actores políticos para que se realicen comicios con respeto y tener autoridades democráticamente electas.
@hectorchavezprd @PRDHidalgo 
https://t.co/Gxrk7ngZuL https://t.co/RRpuGxhwld"	2020-08-02 14:46:09	es		0.0	0.0		Cursor en la Noticia		19530.0	418.0	292.0	347.0	8.0	False		
@leodelga2	Este fin de semana clausuraron cinco locales x incumplir las normas de distanciamiento sobre #Covid19 en #Rosario @emergenciasar https://t.co/866aaOFdsA	2020-08-02 14:46:08	es		0.0	0.0		Alberto Delgado	"Cronista Policial en @am1330rosario / https://t.co/RHb4V6dSOj escucho ofertas leodelga2@hotmail.com 
Instagram https://t.co/54nS6vNQ6z"	181596.0	99900.0	1610.0	16271.0	100.0	False		
@IpasLatina	Lxs expertxs advierten sobre un aumento en los embarazos adolescentes a medida que los recursos de atención médica se desvían para tratar el #COVID19 y el acceso al aborto y la anticoncepción se vuelven más limitados: https://t.co/Sj5ogxfx9P @LasLibres #AbortoLegal #AbortoSeguro	2020-08-02 14:46:07	es		0.0	0.0		IpasLatinAmerica 🌸	Ipas trabaja a nivel mundial para incrementar la capacidad de las mujeres para ejercer sus derechos sexuales y reproductivos, especialmente el derecho al aborto	28249.0	35951.0	27789.0	26468.0	249.0	False		
