Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@SebaSalgadoOk	Tremenda manifestacion sin #tapabocas en #BerlinProtests contra las medidas restrictivas por el #covid19  https://t.co/iWGf4Ci05f	2020-08-01 22:18:04	es		0.0	0.0		Sebastian Salgado	Periodista y corresponsal argentino. HispanTv.   https://t.co/6JoZyk6uCM	3341.0	4006.0	462.0	1078.0	12.0	False		
@MartinGomezCald	"☣ #Coahuila al #Sabado 01 #Agosto2020 | Positivos #Covid19 12,611; los municipios con más casos son: #Torreon 3,444 #Saltillo 1,526 #PiedrasNegras 1,401 #Acuña 1,165 #Monclova 1,119 y #SanPedro con 787; al momento han fallecido 576 personas.
https://t.co/40maRw8K5A #RTNews"	2020-08-01 22:18:00	es		0.0	0.0		Martin RT News™ ‏	"#RTNews Los buenos somos más; y vamos a ganar...
Diario Digital Coahuila: https://t.co/QbqoI1B6ee… /Facebook: https://t.co/ObG3vXnUtk…"	166472.0	191116.0	13187.0	18048.0	128.0	False		
@CEDE_Mex	90% considera que Trump exageró al decir que el muro fronterizo evitará los contagios de #Coronavirus #Covid19 en EEUU. Vía @bgcbeltran https://t.co/m9eO2wjKEL https://t.co/4bwr23gZch	2020-08-01 22:18:00	es		0.0	0.0		CEDE	Colegio de Especialistas en Demoscopía y Encuestas	37337.0	544.0	1096.0	6898.0	110.0	False		
@RED92cadadiamas	"🦠🎶😊👉 | #LaPlata | #Coronamóvil | #DiarioHoy | #Coronavirus | #COVID19 | 

El Coronamóvil visitó el Diario Hoy y contaminó de optimismo el relanzamiento del matutino

https://t.co/9JxEzi604p https://t.co/NE45uHcQfW"	2020-08-01 22:17:57	es	AR	0.0	0.0		RED 92	SERVICIO INFORMATIVO - RED 92	288818.0	11981.0	2253.0	168452.0	260.0	True		
@Fundanve	"La contingencia que vivimos por la pandemia de #Covid19 no permite que podamos reunirnos, pero esto no impide que disfrutemos y celebremos nuestro ¡Mes Aniversario! a través de las redes sociales 📲

En esta oportunidad les presentamos unas palabras de @mai21b ❤️

#Aniversario https://t.co/k0fclZAbpg"	2020-08-01 22:17:46	es		0.0	0.0	@Fundanve	Fundación Ángeles de Luz	"Somos una organización sin fines de lucro que brinda apoyo sin distinción de edad, sexo, religión e ideología política 
👼🏻✨🇻🇪

IG📷: @Fundanve"	680.0	659.0	124.0	445.0	1.0	False		
@OlgaAndreaDuar2	Es lo que hay!! Más que covid19, hay una bacteria que produce daño cerebral, se llama medios hegemónicos, político opositores con asiento en la embajada. https://t.co/dEKUIGrvlz	2020-08-01 22:17:36	es		0.0	0.0		Olga Andrea Duarte		11900.0	21164.0	227.0	85.0	0.0	False		
@vueloprogramado	"En tiempos de #COVID19 debemos volver a los orígenes y torcer el transcurso de lo que estamos haciendo mal en el 🌍.

1AGO Pachamama Day 🇬🇧
1AGO Día de la Pachamama 🇪🇦

#Pachamama #DiaDeLaPachamama #pachamamaday 🍃🌍🌱 https://t.co/dHW0fBzbng"	2020-08-01 22:17:35	es		0.0	0.0		vueloprogramado	"Blog de viajes e inmigración. 🛩
Pasajero con vuelo de ida a España 🇦🇷🔜🇪🇦 Dando una mano a los españoles varados en Argentina    #españolesvarados"	692.0	749.0	68.0	277.0	0.0	False		
@elcandidato_mx	#Estado | ☣️ EN SOLEDAD PARECE QUE NO HAY COVID, BODAS Y EVENTOS EN SEMÁFORO ROJO🚦#Covid19 #SGS #SoledadSinLey #SinEventosNoHayRetenes #ConGallardía https://t.co/iO7gaocA50	2020-08-01 22:17:31	es		0.0	0.0		El Candidato MX	Medio de Comunicación Digital del acontecer de San Luis Potosí, México y el Mundo.	1845.0	38.0	7206.0	12853.0	14.0	False		
