Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@innovaciontec10	"@snte49nayarit @RADIORAMANAY @noticiaslared @ladislaoserran1 @NayaritGobierno @10TVNayarit @MeganoticiasTEP @SEP_mx @NotitwitsNay @elsoldenayarit Ahora toca conocer las zonas arqueológicas del sur a un solo click!!!
#SNTEsalud #coronavirus #COVID19 
#QuedateEnCasa  
#FelizViernes #29DeMayo #Primaria #FinDeSemana #YaPasará"	2020-05-29 16:57:04	es		0.0	0.0	@snte49nayarit	@innovaciontecnologicayreingenieriaorganizativa		1632.0	1353.0	45.0	25.0	0.0	False		
@caridadaraujo	"En este video #ClaudiaPiras de @BID_Igualdad habla sobre por qué las respuestas al #COVID19 deben tener en cuenta las necesidades diferenciadas de las mujeres.

https://t.co/QDhVgb6yMA"	2020-05-29 16:57:03	es		0.0	0.0		M. Caridad Araujo	Chief of the Gender and Diversity Division at the Inter-American Development Bank. Personal views.	9199.0	15728.0	117.0	2332.0	40.0	False		
@NCCordillera	"[Urgencia Respiratoria y No Respiratoria]

Estamos preparados, todos nuestros servicios se encuentran disponibles con minuciosos protocolos de diagnóstico y tratamiento pensando en tu tranquilidad y seguridad.

#COVID19 #Coronavirus #Sars #OMS #Chile #Emergencia #Urgencia https://t.co/qa39flOgYX"	2020-05-29 16:57:03	es		0.0	0.0		Nueva Clínica Cordillera	Centro Médico, Urgencia y Unidad de Exámenes. Región Metropolitana, Chile.	1337.0	61.0	94.0	619.0	1.0	False		
@alberfreeman	@RaquelPatCor @AnaBentezOrozco @PSOE @sanchezcastejon Con la crisis de 2008 y ahora la del covid19....  menos sectarismo anda.	2020-05-29 16:57:02	es		0.0	0.0	@RaquelPatCor	TENCO	MEDIO AMBIENTE, SOCIALISTA, ASTURIANO, AMANTE DE LA NATURALEZA, LA MÚSICA Y LA LECTURA, GAMER.	19582.0	11950.0	247.0	266.0	3.0	False		
@Visleidi2019	"@ETECSA_Cuba  a venido adoptando diferentes medidas en apoyo al aislamiento social para enfrentar la COVID19 en nuestro país #Cuba.  #CubaInformatiza #MásInternetVsBloqueo @DiazCanelB @AcostaDiosvany @Yosiel1988 @Cubacel_ETECSA @MayraArevich
@taniavel76 https://t.co/ZzYVy2Vqbd"	2020-05-29 16:57:02	es		0.0	0.0	@ETECSA_Cuba	Visleidi Ramírez B		877.0	894.0	40.0	27.0	0.0	False		
@Facultad_Artes	¡HOY! a las 3.00 p.m. no dejen de ver la emisión de un nuevo especial de #AlDíaUNAL con el Doctor Guillermo Ruiz, director Científico del @HospitalUNColom, quien nos contará como se están preparando para afrontar la crisis por #COVID19. 👇 #SomosUNAL https://t.co/n0aYBkMAvO	2020-05-29 16:57:00	es		0.0	0.0		Facultad de Artes UNAL	Cuenta oficial de la Facultad de Artes de la Universidad Nacional de Colombia - Sede Bogotá	7170.0	3892.0	852.0	3296.0	24.0	False		
@ddeser_	En tiempos de #COVID19 las farmacias están abiertas porque son #ServiciosEsenciales. Si un embarazo no está en tus planes de vida inmediatos, las pastillas de anticoncepción de emergencia son tu opción. Puedes comprarlas en cualquier farmacia. #EntératePAE https://t.co/UJbQ3UNktN	2020-05-29 16:57:00	es		0.0	0.0		ddeser	Red por los derechos sexuales y reproductivos en México: 30 ciudadanas líderes en 12 estados, 300 jóvenes. Te acompañamos en el acceso al aborto legal y seguro	9449.0	217.0	517.0	5669.0	66.0	False		
@InterianGonzalo	"#SNTEsalud ⚕️

⚠️ PRECAUCIÓN ⚠️ Adopta medidas si en casa 🏡 hay paciente con #coronavirus #COVID19 🦠 para evitar que accesorios✔️ desechos✔️ residuos✔️ sean fuente de contagio ❌ 🧫 ❌

#QuedateEnCasa 

#FelizViernes #29DeMayo Esteban Moctezuma #Primaria #FinDeSemana #YaPasará https://t.co/UgtvkQmSq0"	2020-05-29 16:56:59	es		0.0	0.0		Gonzalo Interián		24875.0	6897.0	221.0	292.0	0.0	False		
