Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@polosworld	En situaciones como la que describe @TreborSolrak, ¿Las autoridades de salubridad también son culpables o los malquerientes de @HLGatell tienen que aceptar que también hay un mal comportamiento de algunos mexicanos que provocan que el #COVID19 siga contagiando a connacionales? https://t.co/wIWFYm1Tnf	2020-07-12 02:30:42	es		0.0	0.0		ALLS	Economista, Analista Político, MBA, especialista en Marketing y Comunicación Política. Observador, Interprete y Crítico de la Realidad	11817.0	4262.0	1279.0	665.0	8.0	False		
@rodrigo_dector	"Solo en el gobierno de Cuitláhuac García y @lopezobrador_. En #Veracruz la administración estatal cierra uno de los dos crematorios del puerto por ""no tener papeles en regla"", pero permite la operación de casinos en #BocaDelRio. Los permisos de casinos son federales #COVID19 https://t.co/NDJOUgvO10"	2020-07-12 02:30:39	es		0.0	0.0		Rodrigo Barranco	"Reportero jarocho. Todo es a título personal"	22227.0	8479.0	3251.0	3534.0	33.0	False		
@ABG_galapagos	"#Guayaquil| Inspeccionamos filtro de pasajeros, equipaje y carga que esta manaña viajaron con destino la isla San Cristóbal. No hemos parado las fumigaciones para prevenir contagio de #COVID19.
#PrevenciónEsSalud https://t.co/f7rdge1uR3"	2020-07-12 02:30:36	es		0.0	0.0		ABG	Agencia de Regulación y Control de la Bioseguridad y Cuarentena para Galápagos	17450.0	1745.0	444.0	4069.0	23.0	False		
@alcalbarichara	El gobierno de Barichara se permite reportar cuatro casos positivos de #Covid19 en una misma familia que ingresó desde Barranquilla. Se encuentran completamente aislados y bajo vigilancia epidemiológica. #CortemosLaCadenaDeContagio con y #bioseguridad. #BaricharaEnUnSoloSentir. https://t.co/PCaJYogHBS	2020-07-12 02:30:34	es		0.0	0.0		Alcaldía de Barichara: En Un Solo Sentir	"Gobierno de #BaricharaEnUnSoloSentir.
#AlfonsoRodríguezAlcalde"	414.0	372.0	191.0	232.0	1.0	False		
@ANDALGALAHOY	FM PLATINUM 96.5 MHz - ANDALGALA: Información oficial actualizada sobre COVID19 https://t.co/4UEsdE6Emz	2020-07-12 02:30:31	es		0.0	0.0		Andalgalá Hoy	"FM Platinum 96.5 MHz - Chaquiago - Andalgalá - Catamarca - Creada el 01 de Septiembre de 2007.
Noticias locales, regionales e internacionales"	10192.0	6.0	73.0	325.0	1.0	False		
@Roberto20276365	"Mi solidaridad con la hermana #EvaCopa  presidenta de la Asamblea Legislativa Plurinacional de #Bolivia. En las últimas horas  informó que dio positivo al #Covid19, esperamos su pronta recuperación.

#FuerzaEvaCopa https://t.co/kIHPzIOoiu"	2020-07-12 02:30:28	es		0.0	0.0		Roberto Padilla	Candidato a senador por Chuquisaca	43.0	22.0	170.0	47.0	0.0	False		
@EdwinSuarezCam	@CathyJuvinao En esto si estoy deacuerdo con Petro, él solo llama a suministrar medicamentos que ya están el mercado y han probado efectividad en el tratamiento contra el Covid19. Tenemos un bajo porcentaje de recuperados comparados con otros países que si suministran los medicamentos que son.	2020-07-12 02:30:27	es		0.0	0.0	@CathyJuvinao	Edwin Suarez	Bloqueado por Enrique Peñalosa, Abelardo De la Espriella y Ernesto Yamhure, Miguel Arrázola y Francisco Barbosa, Bien!!! voy por más.	7850.0	1840.0	1975.0	562.0	1.0	False		
@Fenarshi	Hay tanta información sucediendo en esta época,adms d la pega, calentamiento global,covid-19,+ pandemias,políticos motsrando sus reales intenciones, ahhh me voy a volver locatario #COVID19 #fuck2020	2020-07-12 02:30:17	es		0.0	0.0		Fernanda Arce	IV región, 🌚	4910.0	2428.0	338.0	152.0	1.0	False		
